"Subject","Start Date","All day event","Description","Show time as"
"CW ","20/04/2024",TRUE,"https://almanac.oremus.org/2024-04-20

Holy Communion
Acts 9.31-42
Psalm 116.10-15
John 6.60-69

Morning Prayer
Psalms 108, 110, 111 (or) 41, 42, 43
Exodus 29.1-9
Luke 2.21-40

Evening Prayer
Psalms 23, 27 (or) 45, 46
Deuteronomy 8
Ephesians 3.14-end

Additional Weekday Lectionary
Isaiah 61.10 - 62.5
Luke 24.1-12

",3
"CW* Easter 4","21/04/2024",TRUE,"The Fourth Sunday of Easter

https://almanac.oremus.org/2024-04-21

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 4.5-12
Psalm 23
1 John 3.16-24
John 10.11-18

For those who require an Old Testament reading on the Sundays of Easter:
Genesis 7.1-5, 11-18; 8.6-18; 9.8-13
If an Old Testament reading is used, the reading from Acts must be used as the second reading.

Third Service
Psalm 119.89-96
Nehemiah 7.73b - 8.12
Luke 24.25-32

Second Service
Psalm 81.8-16
Exodus 16.4-15
Revelation 2.12-17
Gospel at Holy Communion:
John 6.30-40

",3
"CW ","22/04/2024",TRUE,"https://almanac.oremus.org/2024-04-22

Holy Communion
Acts 11.1-18
Psalm 42.1-2, Psalm 43.1-4
John 10.1-10

Morning Prayer
Psalm 103 (or) 44
Exodus 32.1-14
Luke 2.41-end

Evening Prayer
Psalms 112, 113, 114 (or) 47, 49
Deuteronomy 9.1-21
Ephesians 4.1-16

(or) Evening Prayer on the Eve of George
Psalms 111, 116
Jeremiah 15.15-end
Hebrews 11.32 - 12.2

Additional Weekday Lectionary
Jeremiah 31.10-17
Revelation 7.9-end

",3
"CW* George, c.304","23/04/2024",TRUE,"George, Martyr, Patron of England, c.304

https://almanac.oremus.org/2024-04-23

Principal Service
1 Maccabees 2.59-64 or 
Revelation 12.7-12
Psalm 126
2 Timothy 2.3-13
John 15.18-21

Third Service
Joshua 1.1-9
Ephesians 6.10-20
Morning Psalms
Psalms 5, 146

Second Service
Isaiah 43.1-7
John 15.1-8
Evening Psalms
Psalms 3, 11

",3
"CW Mellitus, 624; Seven Martyrs of the Melanesian Brotherhood, 2003","24/04/2024",TRUE,"Mellitus, Bishop of London, first Bishop at St Paul's, 624
The Seven Martyrs of the Melanesian Brotherhood, Solomon Islands, 2003

https://almanac.oremus.org/2024-04-24

Holy Communion
Acts 12.24 - 13.5
Psalm 67
John 12.44-end

Morning Prayer
Psalm 135 (or) 119.57-80
Exodus 33
Luke 3.15-22

Evening Prayer
Psalms 47, 48 (or) 59, 60, (67)
Deuteronomy 10.12-end
Ephesians 5.1-14

(or) Evening Prayer on the Eve of Mark the Evangelist
Psalm 19
Isaiah 52.7-10
Mark 1.1-15

Additional Weekday Lectionary
Genesis 2.4b-9
1 Corinthians 15.35-49

",3
"CW* Mark the Evangelist","25/04/2024",TRUE,"Mark the Evangelist

https://almanac.oremus.org/2024-04-25

Principal Service
Proverbs 15.28-33 or 
Acts 15.35-41
Psalm 119.9-16
Ephesians 4.7-16
Mark 13.5-13

Third Service
Isaiah 62.6-10 or 
Ecclesiasticus 51.13-end
Acts 12.25 - 13.13
Morning Psalms
Psalms 37.23-end; 148

Second Service
Ezekiel 1.4-14
2 Timothy 4.1-11
Evening Psalm
Psalm 45

",3
"CW ","26/04/2024",TRUE,"https://almanac.oremus.org/2024-04-26

Holy Communion
Acts 13.26-33
Psalm 2
John 14.1-6

Morning Prayer
Psalm 33 (or) 51, 54
Exodus 35.20 - 36.7
Luke 4.14-30

Evening Prayer
Psalms 36, 40 (or) 38
Deuteronomy 12.1-14
Ephesians 6.1-9

Additional Weekday Lectionary
Ecclesiastes 12.1-8
Romans 6.1-11

",3
"CW Christina Rossetti, 1894","27/04/2024",TRUE,"Christina Rossetti, Poet, 1894

https://almanac.oremus.org/2024-04-27

Holy Communion
Acts 13.44-end
Psalm 98.1-5
John 14.7-14

Morning Prayer
Psalm 34 (or) 68
Exodus 40.17-end
Luke 4.31-37

Evening Prayer
Psalms 84, 86 (or) 65, 66
Deuteronomy 15.1-18
Ephesians 6.10-end

Additional Weekday Lectionary
1 Chronicles 29.10-13
Luke 24.13-35

",3
"CW* Easter 5","28/04/2024",TRUE,"The Fifth Sunday of Easter

https://almanac.oremus.org/2024-04-28

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 8.26-40
Psalm 22.25-31
1 John 4.7-21
John 15.1-8

For those who require an Old Testament reading on the Sundays of Easter:
Baruch 3.9-15, 32 - 4.4 or 
Genesis 22.1-18
If an Old Testament reading is used, the reading from Acts must be used as the second reading.

Third Service
Psalm 44.16-end
2 Maccabees 7.7-14 or 
Daniel 3.16-28
Hebrews 11.32 - 12.2

Second Service
Psalm 96
Isaiah 60.1-14
Revelation 3.1-13
Gospel at Holy Communion:
Mark 16.9-16

",3
"CW Catherine of Siena, 1380","29/04/2024",TRUE,"Catherine of Siena, Teacher of the Faith, 1380

https://almanac.oremus.org/2024-04-29

Exciting Holiness
Proverbs 8.1, 6-11
Psalm 40.5-7a, 9-10
3 John 2-8
John 17.12-end

Holy Communion
Acts 14.5-18
Psalm 118.1-3, 14-15
John 14.21-26

Morning Prayer
Psalm 145 (or) 71
Numbers 9.15-end;10.33-end
Luke 4.38-end

Evening Prayer
Psalm 105 (or) 72, 75
Deuteronomy 16.1-20
1 Peter 1.1-12

Additional Weekday Lectionary
Genesis 15.1-18
Romans 4.13-end

",3
"CW Pandita Mary Ramabai, 1922","30/04/2024",TRUE,"Pandita Mary Ramabai, Translator of the Scriptures, 1922

https://almanac.oremus.org/2024-04-30

Holy Communion
Acts 14.19-end
Psalm 145.10-end
John 14.27-end

Morning Prayer
Psalms 19, 147.1-12 (or) 73
Numbers 11.1-33
Luke 5.1-11

Evening Prayer
Psalms 96, 97 (or) 74
Deuteronomy 17.8-end
1 Peter 1.13-end

(or) Evening Prayer on the Eve of Philip and James
Psalm 25
Isaiah 40.27-31
John 12.20-26

Additional Weekday Lectionary
Deuteronomy 8.1-10
Matthew 6.19-end

",3
"CW* Philip and James","01/05/2024",TRUE,"Philip and James, Apostles

https://almanac.oremus.org/2024-05-01

Principal Service
Isaiah 30.15-21
Psalm 119.1-8
Ephesians 1.3-10
John 14.1-14

Third Service
Proverbs 4.10-18
James 1.1-12
Morning Psalms
Psalms 139, 146

Second Service
Job 23.1-12
John 1.43-end
Evening Psalm
Psalm 149

",3
"CW Athanasius, 373","02/05/2024",TRUE,"Athanasius, Bishop of Alexandria, Teacher of the Faith, 373

https://almanac.oremus.org/2024-05-02

Exciting Holiness
Ecclesiasticus 4.20-28
Psalm 2.1, 2, 7, 8, 10-end
Colossians 1.11-20
Matthew 10.24-27

Holy Communion
Acts 15.7-21
Psalm 96.1-3, 7-10
John 15.9-11

Morning Prayer
Psalms 57, 148 (or) 78.1-39*
Numbers 13.1-3, 17-end
Luke 5.27-end

Evening Prayer
Psalm 104 (or) 78.40-end*
Deuteronomy 19
1 Peter 2.11-end

Additional Weekday Lectionary
Exodus 3.1-15
Mark 12.18-27

",3
"CW ","03/05/2024",TRUE,"https://almanac.oremus.org/2024-05-03

Holy Communion
Acts 15.22-31
Psalm 57.8-end
John 15.12-17

Morning Prayer
Psalms 138, 149 (or) 55
Numbers 14.1-25
Luke 6.1-11

Evening Prayer
Psalm 66 (or) 69
Deuteronomy 21.22 - 22.8
1 Peter 3.1-12

Additional Weekday Lectionary
Ezekiel 36.33-end
Romans 8.1-11

",3
"CW English Saints and Martyrs of the Reformation Era","04/05/2024",TRUE,"English Saints and Martyrs of the Reformation Era

https://almanac.oremus.org/2024-05-04

Lesser Festival Eucharistic Lectionary
Isaiah 43.1-7 or 
Ecclesiasticus 2.10-17
Psalm 87
2 Corinthians 4.5-12
John 12.20-26

Holy Communion
Acts 16.1-10
Psalm 100
John 15.18-21

Morning Prayer
Psalms 146, 150 (or) 76, 79
Numbers 14.26-end
Luke 6.12-26

Evening Prayer
Psalm 118 (or) 81, 84
Deuteronomy 24.5-end
1 Peter 3.13-end

Additional Weekday Lectionary
Isaiah 38.9-20
Luke 24.33-end

",3
"CW* Easter 6","05/05/2024",TRUE,"The Sixth Sunday of Easter

https://almanac.oremus.org/2024-05-05

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 10.44-48
Psalm 98
1 John 5.1-6
John 15.9-17

For those who require an Old Testament reading on the Sundays of Easter:
Isaiah 55.1-11
If an Old Testament reading is used, the reading from Acts must be used as the second reading.

Third Service
Psalm 104.28-34
Ezekiel 47.1-12
John 21.1-19

Second Service
Psalm 45
Song of Solomon 4.16 - 5.2; 8.6, 7
Revelation 3.14-end
Gospel at Holy Communion:
Luke 22.24-30

",3
"CW ","06/05/2024",TRUE,"https://almanac.oremus.org/2024-05-06

Holy Communion
Acts 16.11-15
Psalm 149.1-5
John 15.26 - 16.4

Morning Prayer
Psalms 65, 67 (or) 80, 82
Numbers 16.1-35
Luke 6.27-38

Evening Prayer
Psalms 121, 122, 123 (or) 85, 86
Deuteronomy 26
1 Peter 4.1-11

Additional Weekday Lectionary
Proverbs 4.1-13
Philippians 2.1-11

",3
"CW Rogation Day","06/05/2024",TRUE,"Rogation Day

Deuteronomy 8.1-10 or
1 Kings 8.35-40 or
Job 28.1-11

Psalm 104.21-30 or
Psalm 107.1-9 or
Psalm 121

Philippians 4.4-7 or
2 Thessalonians 3.6-13 or
1 John 5.12-15

Matthew 6.1-15 or
Mark 11.22-24 or
Luke 11.5-13

",3
"CW ","07/05/2024",TRUE,"https://almanac.oremus.org/2024-05-07

Holy Communion
Acts 16.22-34
Psalm 138
John 16.5-11

Morning Prayer
Psalms 124, 125, 126, 127 (or) 87, 89.1-18
Numbers 16.36-end
Luke 6.39-end

Evening Prayer
Psalms 128, 129, 130, 131 (or) 89.19-end
Deuteronomy 28.1-14
1 Peter 4.12-end

Additional Weekday Lectionary
Isaiah 32.12-end
Romans 5.1-11

",3
"CW Rogation Day","07/05/2024",TRUE,"Rogation Day

Deuteronomy 8.1-10 or
1 Kings 8.35-40 or
Job 28.1-11

Psalm 104.21-30 or
Psalm 107.1-9 or
Psalm 121

Philippians 4.4-7 or
2 Thessalonians 3.6-13 or
1 John 5.12-15

Matthew 6.1-15 or
Mark 11.22-24 or
Luke 11.5-13

",3
"CW Julian of Norwich, c.1417","08/05/2024",TRUE,"Julian of Norwich, Spiritual Writer, c.1417

https://almanac.oremus.org/2024-05-08

Exciting Holiness
1 Kings 19.9-13a
Psalm 27.1, 3-6
1 Corinthians 13.8-end
John 20.11-18

Holy Communion
Acts 17.15, 22 - 18.1
Psalm 148.1-2, 11-end
John 16.12-15

Morning Prayer
Psalms 132, 133 (or) 119.105-128
Numbers 17.1-11
Luke 7.1-10

Evening Prayer on the Eve of Ascension Day
Psalms 15, 24
2 Samuel 23.1-5
Colossians 2.20 - 3.4

Additional Weekday Lectionary
At Evening Prayer the readings for the Eve of Ascension Day are used. At other services, the following readings are used
Isaiah 43.1-13
Titus 2.11 - 3.8

",3
"CW Rogation Day","08/05/2024",TRUE,"Rogation Day

Deuteronomy 8.1-10 or
1 Kings 8.35-40 or
Job 28.1-11

Psalm 104.21-30 or
Psalm 107.1-9 or
Psalm 121

Philippians 4.4-7 or
2 Thessalonians 3.6-13 or
1 John 5.12-15

Matthew 6.1-15 or
Mark 11.22-24 or
Luke 11.5-13

",3
"CW* Ascension Day","09/05/2024",TRUE,"Ascension Day

https://almanac.oremus.org/2024-05-09

Principal Feast

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 1.1-11 or 
Daniel 7.9-14
Psalm 47 or 
Psalm 93
Ephesians 1.15-23 or 
Acts 1.1-11
Luke 24.44-53

Third Service
Isaiah 52.7-end
Hebrews 7.[11-25] 26-28
Morning Psalm
Psalms 110, 150

Second Service
Song of the Three 29-37 or 
2 Kings 2.1-15
Revelation 5
Gospel at Holy Communion:
Matthew 28.16-20
Evening Psalm
Psalm 8

",3
"CW ","10/05/2024",TRUE,"https://almanac.oremus.org/2024-05-10

Holy Communion
Acts 18.9-18
Psalm 47.1-6
John 16.20-23

Morning Prayer
Psalms 20, 81 (or) 88, (95)
Numbers 20.1-13
Luke 7.11-17

Evening Prayer
Psalm 145 (or) 102
Deuteronomy 29.2-15
1 John 1.1 - 2.6

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Exodus 35.30 - 36.1
Galatians 5.13-end

Additional Weekday Lectionary
Exodus 35.30 - 36.1
Galatians 5.13-end

",3
"CW ","11/05/2024",TRUE,"https://almanac.oremus.org/2024-05-11

Holy Communion
Acts 18.22-end
Psalm 47.1-2, 7-end
John 16.23-28

Morning Prayer
Psalms 21, 47 (or) 96, 97, 100
Numbers 21.4-9
Luke 7.18-35

Evening Prayer
Psalms 84, 85 (or) 104
Deuteronomy 30
1 John 2.7-17

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Numbers 11.16-17, 24-29
1 Corinthians 2

Additional Weekday Lectionary
Numbers 11.16-17, 24-29
1 Corinthians 2

",3
"CW* Easter 7","12/05/2024",TRUE,"The Seventh Sunday of Easter
Sunday after Ascension Day

https://almanac.oremus.org/2024-05-12

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 1.15-17, 21-26
Psalm 1
1 John 5.9-13
John 17.6-19

For those who require an Old Testament reading on the Sundays of Easter:
Ezekiel 36.24-28
If an Old Testament reading is used, the reading from Acts must be used as the second reading.

Third Service
Psalm 76
Isaiah 14.3-15
Revelation 14.1-13

Second Service
Psalm 147.1-12
Isaiah 61
Luke 4.14-21

",3
"CW ","13/05/2024",TRUE,"https://almanac.oremus.org/2024-05-13

Holy Communion
Acts 19.1-8
Psalm 68.1-6
John 16.29-end

Morning Prayer
Psalms 93, 96, 97 (or) 98, 99, 101
Numbers 22.1-35
Luke 7.36-end

Evening Prayer
Psalm 18 (or) 105* (or 103)
Deuteronomy 31.1-13
1 John 2.18-end

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Numbers 27.15-end
1 Corinthians 3

(or) Evening Prayer on the Eve of Matthias
Psalm 147
Isaiah 22.15-22
Philippians 3.13b - 4.1

Additional Weekday Lectionary
Numbers 27.15-end
1 Corinthians 3

",3
"CW* Matthias","14/05/2024",TRUE,"Matthias the Apostle

https://almanac.oremus.org/2024-05-14

Principal Service
Isaiah 22.15-25
Psalm 15
Acts 1.15-26
John 15.9-17

(or)
Acts 1.15-26
Psalm 15
1 Corinthians 4.1-7
John 15.9-17

Third Service
1 Samuel 2.27-35
Acts 2.37-end
Morning Psalms
Psalms 16, 147.1-12

Second Service
1 Samuel 16.1-13a
Matthew 7.15-27
Evening Psalm
Psalm 80

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
1 Samuel 10.1-10
1 Corinthians 12.1-13

",3
"CW ","15/05/2024",TRUE,"https://almanac.oremus.org/2024-05-15

Holy Communion
Acts 20.28-end
Psalm 68.27-28, 32-end
John 17.11-19

Morning Prayer
Psalms 2, 29 (or) 110, 111, 112
Numbers 23.13-end
Luke 8.16-25

Evening Prayer
Psalms 36, 46 (or) 119.129-152
Deuteronomy 31.30 - 32.14
1 John 3.11-end

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
1 Kings 19.1-18
Matthew 3.13-end

Additional Weekday Lectionary
1 Kings 19.1-18
Matthew 3.13-end

",3
"CW Caroline Chisholm, 1877","16/05/2024",TRUE,"Caroline Chisholm, Social Reformer, 1877

https://almanac.oremus.org/2024-05-16

Holy Communion
Acts 22.30, 23.6-11
Psalm 16.1, 5-end
John 17.20-end

Morning Prayer
Psalms 24, 72 (or) 113, 115
Numbers 24
Luke 8.26-39

Evening Prayer
Psalm 139 (or) 114, 116, 117
Deuteronomy 32.15-47
1 John 4.1-6

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Ezekiel 11.14-20
Matthew 9.35 - 10.20

Additional Weekday Lectionary
Ezekiel 11.14-20
Matthew 9.35 - 10.20

",3
"CW ","17/05/2024",TRUE,"https://almanac.oremus.org/2024-05-17

Holy Communion
Acts 25.13-21
Psalm 103.1-2, 11-12, 19-20
John 21.15-19

Morning Prayer
Psalms 28, 30 (or) 139
Numbers 27.12-end
Luke 8.40-end

Evening Prayer
Psalm 147 (or) 130, 131, 137
Deuteronomy 33
1 John 4.7-end

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Ezekiel 36.22-28
Matthew 12.22-32

Additional Weekday Lectionary
Ezekiel 36.22-28
Matthew 12.22-32

",3
"CW ","18/05/2024",TRUE,"https://almanac.oremus.org/2024-05-18

Holy Communion
Acts 28.16-20, 30-end
Psalm 11.4-end
John 21.20-25

Morning Prayer
Psalms 42, 43 (or) 120, 121, 122
Numbers 32.1-27
Luke 9.1-17

An alternative sequence of readings may be used at one of the offices between Ascension Day and Pentecost, in preparation for the Day of Pentecost:
Micah 3.1-8
Ephesians 6.10-20

Evening Prayer on the Eve of Pentecost
Psalm 48
Deuteronomy 16.9-15
John 7.37-39

Additional Weekday Lectionary
At Evening Prayer the readings for the Eve of Pentecost are used. At other services, the following readings are used
Micah 3.1-8
Ephesians 6.10-20

",3
"CW* Pentecost","19/05/2024",TRUE,"Day of Pentecost (Whit Sunday)

https://almanac.oremus.org/2024-05-19

Principal Feast

Principal Service
The reading from Acts must be used as either the first or second reading.
Acts 2.1-21 or 
Ezekiel 37.1-14
Psalm 104.26-36, 37b*
Romans 8.22-27 or 
Acts 2.1-21
John 15.26-27; 16.4b-15

Third Service
Isaiah 11.1-9 or 
Wisdom 7.15-23 [24-27]
1 Corinthians 12.4-13
Morning Psalm
Psalm 145

Second Service
Ezekiel 36.22-28
Acts 2.22-38
Gospel at Holy Communion:
John 20.19-23
Evening Psalm
Psalm 139.1-11 [13-18, 23, 24]

",3
"CW Alcuin of York, 804Ordinary Time resumes","20/05/2024",TRUE,"Alcuin of York, Deacon, Abbot of Tours, 804

Ordinary Time resumes today

https://almanac.oremus.org/2024-05-20

Exciting Holiness
Isaiah 61.10 - 62.3
Psalm 123
Colossians 3.12-16
John 4.19-24

Holy Communion
DEL week 7
James 3.13-end
Psalm 19.7-end
Mark 9.14-29

Morning Prayer
Psalms 123, 124, 125, 126
Joshua 1
Luke 9.18-27

Evening Prayer
Psalms 127, 128, 129
Job 1
Romans 1.1-17

Additional Weekday Lectionary
Genesis 12.1-9
Romans 4.13-end

",3
"CW Helena, 330","21/05/2024",TRUE,"Helena, Protector of the Holy Places, 330

https://almanac.oremus.org/2024-05-21

Holy Communion
James 4.1-10
Psalm 55.7-9, 24
Mark 9.30-37

Morning Prayer
Psalms 132, 133
Joshua 2
Luke 9.28-36

Evening Prayer
Psalms (134), 135
Job 2
Romans 1.18-end

Additional Weekday Lectionary
Genesis 13.1-12
Romans 12.9-end

",3
"CW ","22/05/2024",TRUE,"https://almanac.oremus.org/2024-05-22

Holy Communion
James 4.13-end
Psalm 49.1-2, 5-10
Mark 9.38-40

Morning Prayer
Psalm 119.153-end
Joshua 3
Luke 9.37-50

Evening Prayer
Psalm 136
Job 3
Romans 2.1-16

Additional Weekday Lectionary
Genesis 15
Romans 4.1-8

",3
"CW ","23/05/2024",TRUE,"https://almanac.oremus.org/2024-05-23

Holy Communion
James 5.1-6
Psalm 49.12-20
Mark 9.41-end

Morning Prayer
Psalms 143, 146
Joshua 4.1 - 5.1
Luke 9.51-end

Evening Prayer
Psalms 138, 140, 141
Job 4
Romans 2.17-end

Additional Weekday Lectionary
Genesis 22.1-18
Hebrews 11.8-19

",3
"CW John and Charles Wesley, 1791 and 1788","24/05/2024",TRUE,"John and Charles Wesley, Evangelists, Hymn Writers, 1791 and 1788

https://almanac.oremus.org/2024-05-24

Exciting Holiness
Ezekiel 2.1-5
Psalm 33.1-8
Ephesians 5.15-20
Mark 6.30-34

Holy Communion
James 5.9-12
Psalm 103.1-4, 8-13
Mark 10.1-12

Morning Prayer
Psalms 142, 144
Joshua 5.2-end
Luke 10.1-16

Evening Prayer
Psalm 145
Job 5
Romans 3.1-20

Additional Weekday Lectionary
Isaiah 51.1-8
John 8.48-end

",3
"CW Bede, 735; Aldhelm, 709","25/05/2024",TRUE,"The Venerable Bede, Monk at Jarrow, Scholar, Historian, 735
Aldhelm, Bishop of Sherborne, 709

https://almanac.oremus.org/2024-05-25

Exciting Holiness
Ecclesiasticus 39.1-10
Psalm 78.1-4a, 5, 6a, 7
1 Corinthians 1.18-25
John 21.20-25

Holy Communion
James 5.13-end
Psalm 141.1-4
Mark 10.13-16

Morning Prayer
Psalm 147
Joshua 6.1-20
Luke 10.17-24

Evening Prayer on the Eve of Trinity Sunday
Psalms 97, 98
Isaiah 40.12-end
Mark 1.1-13

Additional Weekday Lectionary
At Evening Prayer the readings for the Eve of Trinity Sunday are used. At other services, the following readings are used
Ecclesiasticus 44.19-23 or Joshua 2.1-15
James 2.14-26

",3
"CW* Trinity Sunday","26/05/2024",TRUE,"Trinity Sunday

https://almanac.oremus.org/2024-05-26

Principal Feast

Principal Service
Isaiah 6.1-8
Psalm 29
Romans 8.12-17
John 3.1-17

Third Service
Proverbs 8.1-4, 22-31
2 Corinthians 13.[5-10] 11-end
Morning Psalm
Psalm 33.1-12

Second Service
Ezekiel 1.4-10, 22-28a
Revelation 4
Gospel at Holy Communion:
Mark 1.1-13
Evening Psalm
Psalm 104.1-10

",3
"CW ","27/05/2024",TRUE,"https://almanac.oremus.org/2024-05-27

Holy Communion
DEL week 8
1 Peter 1.3-9
Psalm 111
Mark 10.17-27

Morning Prayer
Psalms 1, 2, 3
Joshua 7.1-15
Luke 10.25-37

Evening Prayer
Psalms 4, 7
Job 7
Romans 4.1-12

Additional Weekday Lectionary
Exodus 2.1-10
Hebrews 11.23-31

",3
"CW Lanfranc, 1089","28/05/2024",TRUE,"Lanfranc, Prior of Le Bec, Archbishop of Canterbury, Scholar, 1089

https://almanac.oremus.org/2024-05-28

Holy Communion
1 Peter 1.10-16
Psalm 98.1-5
Mark 10.28-31

Morning Prayer
Psalms 5, 6, (8)
Joshua 7.16-end
Luke 10.38-end

Evening Prayer
Psalms 9, 10*
Job 8
Romans 4.13-end

Additional Weekday Lectionary
Exodus 2.11-end
Acts 7.17-29

",3
"CW ","29/05/2024",TRUE,"https://almanac.oremus.org/2024-05-29

Holy Communion
1 Peter 1.18-end
Psalm 147.13-end
Mark 10.32-45

Morning Prayer
Psalm 119.1-32
Joshua 8.1-29
Luke 11.1-13

Evening Prayer
Psalms 11, 12, 13
Job 9
Romans 5.1-11

Evening Prayer on the Eve of Corpus Christi (if required)
Psalms 110, 111
Exodus 16.2-15
John 6.22-35

Additional Weekday Lectionary
Exodus 3.1-12
Acts 7.30-38

",3
